N,A,B,Cin,Output,Expected,Latency
32,11101100110100010010001011011001,1100011110110101100001111000111,0,101010000101010111110011010100000,101010000101010111110011010100000,7
1,0,1,1,10,10,2
2,11,11,1,111,111,3
6,110001,100000,1,1010010,1010010,5
10,100000111,100111000,0,1000111111,1000111111,13
13,1101001011001,111110100111,0,10101000000000,10101000000000,5
3,100,10,1,111,111,2
5,1100,11111,1,101100,101100,5
6,111100,10110,0,1010010,1010010,0
8,11010110,1011,0,11100001,11100001,9
14,1101001011001,111110100111,0,10101000000000,10101000000000,5
15,1101001011001,111110100111,0,10101000000000,10101000000000,5
16,1101001011001,111110100111,0,10101000000000,10101000000000,5
20,10011000000100110100,100011011111010110,1,10111011100100001011,10111011100100001011,7
1,1,1,1,11,11,2
2,1,1,1,11,11,2
21,110011000000100110100,100100011011111010110,1,1010111011100100001011,1010111011100100001011,7
22,1110011000000100110100,1100100011011111010110,1,11010111011100100001011,11010111011100100001011,7
23,1110011000000100110100,11100100011011111010110,1,101010111011100100001011,101010111011100100001011,7
24,1110011000000100110100,11100100011011111010110,1,101010111011100100001011,101010111011100100001011,7
25,1110011000000100110100,1011100100011011111010110,1,1101010111011100100001011,1101010111011100100001011,7
26,10001110011000000100110100,11011100100011011111010110,1,101101010111011100100001011,101101010111011100100001011,7
27,10001110011000000100110100,11011100100011011111010110,1,101101010111011100100001011,101101010111011100100001011,7
4,1101,11,1,10001,10001,4
5,101,1011,1,10001,10001,2
18,10100011110101,101111110110001110,1,110010011010000100,110010011010000100,9
28,1010001110011000000100110100,1011011100100011011111010110,1,10101101010111011100100001011,10101101010111011100100001011,7
3,0,1,1,10,10,3
7,1110001,100000,1,10010010,10010010,5
9,111010110,1011,0,111100001,111100001,9
17,10001101001011001,111110100111,0,10010101000000000,10010101000000000,5
1,1,0,0,1,1,2
2,11,0,1,100,100,2
11,100000111,100111000,0,1000111111,1000111111,13
29,11010001110011000000100110100,1011011100100011011111010110,1,100101101010111011100100001011,100101101010111011100100001011,7
5,11110,10111,1,110110,110110,2
8,11110001,10100000,1,110010010,110010010,5
30,11010001110011000000100110100,101011011100100011011111010110,1,1000101101010111011100100001011,1000101101010111011100100001011,7
31,11010001110011000000100110100,1101011011100100011011111010110,1,10000101101010111011100100001011,10000101101010111011100100001011,7
32,11010001110011000000100110100,1101011011100100011011111010110,1,10000101101010111011100100001011,10000101101010111011100100001011,7
6,101100,11111,1,1001100,1001100,6
1,1,1,1,11,11,2
19,10100011110101,1101111110110001110,1,1110010011010000100,1110010011010000100,9
2,10,10,1,101,101,3
3,110,1,1,1000,1000,4
10,111010110,1000001011,0,1111100001,1111100001,9
18,110001101001011001,100000111110100111,0,1010010101000000000,1010010101000000000,5
7,111100,10110,0,1010010,1010010,5
9,111110001,10100000,1,1010010010,1010010010,5
12,100000111,100100111000,0,101000111111,101000111111,13
1,1,0,0,1,1,2
4,1100,1010,0,10110,10110,7
20,10000010100011110101,11101111110110001110,1,101110010011010000100,101110010011010000100,9
6,100101,1011,1,110001,110001,4
8,111100,10010110,0,11010010,11010010,5
21,110000010100011110101,111101111110110001110,1,1101110010011010000100,1101110010011010000100,9
22,1110000010100011110101,1111101111110110001110,1,11101110010011010000100,11101110010011010000100,9
23,1110000010100011110101,11111101111110110001110,1,101101110010011010000100,101101110010011010000100,9
24,101110000010100011110101,11111101111110110001110,1,1001101110010011010000100,1001101110010011010000100,9
25,101110000010100011110101,1011111101111110110001110,1,10001101110010011010000100,10001101110010011010000100,9
26,10101110000010100011110101,11011111101111110110001110,1,110001101110010011010000100,110001101110010011010000100,9
27,10101110000010100011110101,111011111101111110110001110,1,1010001101110010011010000100,1010001101110010011010000100,9
2,11,11,1,111,111,3
5,11,11001,0,11100,11100,6
13,100000111,100100111000,0,101000111111,101000111111,13
28,1010101110000010100011110101,111011111101111110110001110,1,10010001101110010011010000100,10010001101110010011010000100,9
1,1,1,0,10,10,2
14,10000100000111,100100111000,0,10101000111111,10101000111111,13
15,110000100000111,100100100111000,0,1010101000111111,1010101000111111,13
19,110001101001011001,1100000111110100111,0,10010010101000000000,10010010101000000000,5
2,11,11,0,110,110,1
3,111,100,0,1011,1011,5
10,1111110001,1010100000,1,11010010010,11010010010,5
11,10111010110,11000001011,0,101111100001,101111100001,9
16,110000100000111,1100100100111000,0,10010101000111111,10010101000111111,13
29,11010101110000010100011110101,111011111101111110110001110,1,100010001101110010011010000100,100010001101110010011010000100,9
1,1,1,1,11,11,1
4,100,1111,0,10011,10011,4
7,101100,1011111,1,10001100,10001100,5
9,111100,10010110,0,11010010,11010010,5
30,111010101110000010100011110101,111011111101111110110001110,1,1000010001101110010011010000100,1000010001101110010011010000100,9
31,1111010101110000010100011110101,1000111011111101111110110001110,1,11000010001101110010011010000100,11000010001101110010011010000100,9
32,11111010101110000010100011110101,1000111011111101111110110001110,1,101000010001101110010011010000100,101000010001101110010011010000100,9
6,11110,110111,1,1010110,1010110,4
20,10110001101001011001,11100000111110100111,0,110010010101000000000,110010010101000000000,5
2,1,1,0,10,10,2
8,101100,1011111,1,10001100,10001100,5
17,110000100000111,11100100100111000,0,100010101000111111,100010101000111111,13
21,10110001101001011001,111100000111110100111,0,1010010010101000000000,1010010010101000000000,5
22,10110001101001011001,1111100000111110100111,0,10010010010101000000000,10010010010101000000000,5
23,10110001101001011001,1111100000111110100111,0,10010010010101000000000,10010010010101000000000,5
24,100010110001101001011001,101111100000111110100111,0,1010010010010101000000000,1010010010010101000000000,5
25,100010110001101001011001,1101111100000111110100111,0,10010010010010101000000000,10010010010010101000000000,5
26,100010110001101001011001,11101111100000111110100111,0,100010010010010101000000000,100010010010010101000000000,5
27,100100010110001101001011001,11101111100000111110100111,0,1000010010010010101000000000,1000010010010010101000000000,5
1,0,1,0,1,1,2
5,1101,11,1,10001,10001,5
28,1100100010110001101001011001,11101111100000111110100111,0,10000010010010010101000000000,10000010010010010101000000000,5
12,10111010110,111000001011,0,1001111100001,1001111100001,9
3,1,11,0,100,100,5
10,111100,10010110,0,11010010,11010010,5
11,1111110001,1010100000,1,11010010010,11010010010,5
29,1100100010110001101001011001,10011101111100000111110100111,0,100000010010010010101000000000,100000010010010010101000000000,5
1,1,1,1,11,11,2
2,10,10,0,100,100,3
7,1100101,1001011,1,10110001,10110001,5
9,100101100,101011111,1,1010001100,1010001100,5
30,101100100010110001101001011001,10011101111100000111110100111,0,1000000010010010010101000000000,1000000010010010010101000000000,5
31,101100100010110001101001011001,1010011101111100000111110100111,0,10000000010010010010101000000000,10000000010010010010101000000000,5
32,10101100100010110001101001011001,1010011101111100000111110100111,0,100000000010010010010101000000000,100000000010010010010101000000000,5
4,11,1111,0,10010,10010,6
13,10111010110,111000001011,0,1001111100001,1001111100001,9
18,100110000100000111,111100100100111000,0,1100010101000111111,1100010101000111111,13
3,111,111,0,1110,1110,2
8,1100101,11001011,1,100110001,100110001,5
14,10010111010110,10111000001011,0,101001111100001,101001111100001,9
15,110010111010110,110111000001011,0,1101001111100001,1101001111100001,9
1,1,0,1,10,10,2
2,0,1,0,1,1,2
16,110010111010110,1110111000001011,0,10101001111100001,10101001111100001,9
6,11,111001,0,111100,111100,8
12,1111110001,101010100000,1,111010010010,111010010010,5
4,1010,1111,0,11001,11001,3
5,1100,11010,0,100110,100110,7
10,1100101100,1101011111,1,11010001100,11010001100,5
11,111100,10010110,0,11010010,11010010,5
1,1,0,0,1,1,2
2,0,10,0,10,10,2
9,101100101,11001011,1,1000110001,1000110001,5
17,110010111010110,1110111000001011,0,10101001111100001,10101001111100001,9
19,100110000100000111,1111100100100111000,0,10100010101000111111,10100010101000111111,13
7,11110,1110111,1,10010110,10010110,6
13,1001111110001,101010100000,1,1111010010010,1111010010010,6
1,0,0,0,0,0,2
3,100,11,0,111,111,6
4,110,101,0,1011,1011,3
20,100110000100000111,11111100100100111000,0,100100010101000111111,100100010101000111111,13
2,11,11,1,111,111,3
6,101101,11,1,110001,110001,5
8,11110,1110111,1,10010110,10010110,7
12,100000111100,100010010110,0,1000011010010,1000011010010,5
21,100100110000100000111,111111100100100111000,0,1100100010101000111111,1100100010101000111111,13
22,100100110000100000111,1111111100100100111000,0,10100100010101000111111,10100100010101000111111,13
23,10100100110000100000111,11111111100100100111000,0,110100100010101000111111,110100100010101000111111,13
24,110100100110000100000111,11111111100100100111000,0,1010100100010101000111111,1010100100010101000111111,13
25,1110100100110000100000111,11111111100100100111000,0,10010100100010101000111111,10010100100010101000111111,13
26,11110100100110000100000111,11111111100100100111000,0,100010100100010101000111111,100010100100010101000111111,13
27,11110100100110000100000111,100011111111100100100111000,0,1000010100100010101000111111,1000010100100010101000111111,13
5,100,1111,0,10011,10011,5
10,101100101,11001011,1,1000110001,1000110001,5
11,1100101100,1101011111,1,11010001100,11010001100,5
14,1001111110001,10101010100000,1,11111010010010,11111010010010,8
18,110010111010110,101110111000001011,0,110101001111100001,110101001111100001,9
28,11110100100110000100000111,1100011111111100100100111000,0,10000010100100010101000111111,10000010100100010101000111111,13
1,1,1,0,10,10,2
3,0,10,1,11,11,2
1,1,1,0,10,10,0
4,100,10,1,111,111,3
15,101001111110001,10101010100000,1,111111010010010,111111010010010,10
2,10,10,1,101,101,3
9,11110,1110111,1,10010110,10010110,7
13,100000111100,100010010110,0,1000011010010,1000011010010,5
29,11110100100110000100000111,11100011111111100100100111000,0,100000010100100010101000111111,100000010100100010101000111111,14
16,101001111110001,10101010100000,1,111111010010010,111111010010010,11
1,0,1,0,1,1,2
3,11,11,1,111,111,3
12,101100101100,1101011111,1,111010001100,111010001100,5
19,110010111010110,101110111000001011,0,110101001111100001,110101001111100001,9
30,11110100100110000100000111,11100011111111100100100111000,0,100000010100100010101000111111,100000010100100010101000111111,15
31,11110100100110000100000111,11100011111111100100100111000,0,100000010100100010101000111111,100000010100100010101000111111,15
32,11110100100110000100000111,11100011111111100100100111000,0,100000010100100010101000111111,100000010100100010101000111111,15
1,0,0,1,1,1,0
4,1000,1001,1,10010,10010,3
11,101100101,11001011,1,1000110001,1000110001,5
14,100000111100,10100010010110,0,11000011010010,11000011010010,5
6,1100,111010,0,1000110,1000110,7
7,11,1111001,0,1111100,1111100,10
17,10101001111110001,10010101010100000,1,100111111010010010,100111111010010010,11
2,0,11,1,100,100,4
10,1000011110,1001110111,1,10010010110,10010010110,7
15,100100000111100,110100010010110,0,1011000011010010,1011000011010010,5
20,10000110010111010110,10101110111000001011,0,100110101001111100001,100110101001111100001,9
1,1,1,0,10,10,2
3,101,101,1,1011,1011,3
5,11,11111,0,100010,100010,8
13,101100101100,1001101011111,1,1111010001100,1111010001100,5
21,10000110010111010110,10101110111000001011,0,100110101001111100001,100110101001111100001,9
22,10000110010111010110,10101110111000001011,0,100110101001111100001,100110101001111100001,9
23,10000110010111010110,10010101110111000001011,0,10100110101001111100001,10100110101001111100001,9
24,10000110010111010110,110010101110111000001011,0,110100110101001111100001,110100110101001111100001,9
25,1000010000110010111010110,1110010101110111000001011,0,10110100110101001111100001,10110100110101001111100001,9
26,11000010000110010111010110,1110010101110111000001011,0,100110100110101001111100001,100110100110101001111100001,9
27,11000010000110010111010110,101110010101110111000001011,0,1000110100110101001111100001,1000110100110101001111100001,9
16,1100100000111100,110100010010110,0,10011000011010010,10011000011010010,5
28,1011000010000110010111010110,101110010101110111000001011,0,10000110100110101001111100001,10000110100110101001111100001,9
1,1,1,1,11,11,1
2,11,1,1,101,101,2
8,10000011,11111001,0,101111100,101111100,11
12,100101100101,11001011,1,101000110001,101000110001,5
4,110,1,1,1000,1000,5
18,10101001111110001,10010101010100000,1,100111111010010010,100111111010010010,11
1,1,1,0,10,10,1
5,11010,1111,0,101001,101001,3
6,100,101111,0,110011,110011,5
7,101101,11,1,110001,110001,5
14,101100101100,11001101011111,1,11111010001100,11111010001100,6
17,1100100000111100,110100010010110,0,10011000011010010,10011000011010010,5
29,1011000010000110010111010110,101110010101110111000001011,0,10000110100110101001111100001,10000110100110101001111100001,9
3,11,100,1,1000,1000,4
11,1000011110,11001110111,1,100010010110,100010010110,7
2,1,0,0,1,1,3
9,110000011,111111001,0,1101111100,1101111100,11
13,1100101100101,1000011001011,1,10101000110001,10101000110001,5
30,101011000010000110010111010110,101110010101110111000001011,0,110000110100110101001111100001,110000110100110101001111100001,9
31,1101011000010000110010111010110,101110010101110111000001011,0,1110000110100110101001111100001,1110000110100110101001111100001,9
32,1101011000010000110010111010110,10000101110010101110111000001011,0,11110000110100110101001111100001,11110000110100110101001111100001,9
1,0,1,0,1,1,2
1,1,0,0,1,1,0
8,101101,11,1,110001,110001,5
15,100101100101100,11001101011111,1,111111010001100,111111010001100,8
19,10101001111110001,1010010101010100000,1,1100111111010010010,1100111111010010010,11
3,110,10,1,1001,1001,3
4,111,100,0,1011,1011,5
5,110,10101,0,11011,11011,4
18,1100100000111100,100110100010010110,0,110011000011010010,110011000011010010,5
12,101000011110,11001110111,1,1000010010110,1000010010110,7
14,1100101100101,1000011001011,1,10101000110001,10101000110001,5
1,0,0,0,0,0,2
2,11,1,1,101,101,4
10,1110000011,1111111001,0,11101111100,11101111100,11
20,10010101001111110001,1010010101010100000,1,11100111111010010010,11100111111010010010,11
2,11,10,0,101,101,0
7,1001100,1111010,0,11000110,11000110,7
9,100101101,11,1,100110001,100110001,5
16,1100101100101100,11001101011111,1,1111111010001100,1111111010001100,10
